Geneid,SRR085474,SRR085473,SRR085726,SRR085471,SRR087416,SRR085725
ALDH1A2,34,3,22,49,22,23
ALDH1A2-AS1,0,0,0,0,0,1
ALDH1A3,38,6,16,38,24,66
ALDH1A3-AS1,129,10,81,116,61,75
ALDH1B1,130,41,65,131,57,79
ALDH1L1,359,248,192,430,119,446
ALDH1L1-AS1,31,21,14,28,22,33
ALDH1L1-AS2,30,12,19,32,13,50
ALDH1L2,89,8,59,63,45,110
ALDH2,1128,526,1015,1195,811,976
ALDH3A1,4,0,6,8,5,3
ALDH3A2,474,125,507,433,491,456
ALDH3B1,44,30,20,40,21,21
ALDH3B2,0,1,0,0,0,0
ALDH4A1,591,395,306,695,200,354
ALDH5A1,513,37,142,402,84,389
ALDH6A1,762,181,259,787,234,681
ALDH7A1,503,178,207,577,181,352
ALDH8A1,71,8,41,36,65,33
ALDH9A1,419,121,252,558,178,409
ALDOA,155,39,132,140,89,134
ALDOB,11,4,8,7,10,13
ALDOC,1830,1141,1515,1923,1465,1981
ALG1,56,7,28,55,20,40
ALG10,7,0,3,6,1,12
ALG10B,40,3,12,22,21,69
ALG11,31,6,10,17,9,28
ALG12,189,64,137,183,118,187
ALG13,220,24,115,189,143,149
ALG14,96,21,51,94,57,68
ALG14-AS1,1,1,2,1,1,0
ALG1L1P,6,1,0,4,2,0
ALG1L2,0,0,0,0,0,0
ALG1L9P,5,0,5,12,1,5
ALG2,152,43,160,167,158,127
ALG3,134,64,142,130,111,94
ALG5,67,20,54,69,56,64
ALG6,38,24,24,41,30,48
ALG8,117,48,121,121,116,114
ALG9,228,45,143,222,118,191
ALK,54,9,25,50,27,41
ALKAL1,0,0,0,0,0,0
ALKAL2,4,3,8,10,6,6
ALKBH1,75,13,63,79,58,73
ALKBH2,116,43,73,89,75,64
ALKBH3,103,21,55,82,59,67
ALKBH3-AS1,1,2,2,2,0,2
ALKBH4,128,30,115,100,75,101
ALKBH5,925,220,892,855,713,848
ALKBH6,144,101,155,149,119,104
ALKBH7,141,127,189,153,122,141
ALKBH8,47,10,28,56,36,46
ALLC,4,0,2,1,0,2
ALMS1,0,0,0,0,0,0
ALMS1-IT1,0,0,0,0,0,0
ALMS1-IT1_1,0,0,0,0,0,0
ALMS1P1,0,0,0,0,0,0
ALMS1P1_1,0,0,0,0,0,0
ALMS1_1,0,0,0,0,0,0
ALOX12,16,15,14,15,15,14
ALOX12-AS1,15,6,20,17,17,10
ALOX12B,14,6,2,17,4,7
ALOX12P2,6,8,24,13,17,8
ALOX15,3,1,8,2,9,3
ALOX15B,8,7,12,5,22,9
ALOX15P1,4,0,2,6,1,3
ALOX5,0,0,0,0,0,0
ALOX5AP,59,7,43,37,58,49
ALOX5_1,0,0,0,0,0,0
ALOXE3,20,2,19,15,19,27
ALPG,0,1,0,0,0,1
ALPI,0,0,0,0,0,0
ALPK1,27,8,26,31,31,37
ALPK2,2,0,1,1,0,0
ALPK3,118,24,40,85,66,63
ALPL,218,180,132,290,114,218
ALPP,1,0,0,0,0,0
ALS2,435,89,303,398,305,1025
ALS2CL,108,91,125,102,161,196
ALX1,0,0,1,1,1,0
ALX3,40,20,32,20,10,44
ALX4,7,0,4,10,3,12
ALYREF,131,25,131,130,96,112
AMACR,25,2,10,18,6,22
AMBN,2,0,0,1,0,3
AMBP,1,0,2,0,2,0
AMBRA1,557,121,376,462,304,446
AMD1,459,119,522,517,528,494
AMDHD1,6,1,1,3,3,14
AMDHD2,140,45,94,153,78,92
AMELX,0,1,0,1,1,0
AMELY,0,0,0,0,0,0
AMER1,89,32,65,77,46,108
AMER2,1483,393,1224,1398,887,1501
AMER3,356,84,265,320,239,422
AMFR,1067,225,702,1039,550,881
AMH,3,15,25,12,29,20
AMHR2,0,0,1,0,0,0
AMIGO1,980,193,413,830,400,793
AMIGO2,83,8,70,87,34,49
AMIGO3,53,19,65,63,53,69
AMMECR1,32,9,26,26,21,40
AMMECR1L,195,58,139,181,123,204
AMN,0,1,5,1,2,0
AMN1,140,11,75,141,55,111
AMOT,739,354,262,698,198,423
AMOTL1,377,83,171,342,146,371
AMOTL2,755,145,550,655,362,489
AMPD1,0,0,0,0,0,0
AMPD2,1067,371,698,1022,626,797
AMPD3,272,49,204,265,147,192
AMPH,1098,78,626,1103,573,962
AMT,136,60,100,125,94,200
AMTN,0,0,0,0,0,0
AMY1A,0,0,0,0,0,0
AMY1B,0,0,0,0,0,0
AMY1C,0,0,0,0,0,0
AMY2A,0,0,0,1,0,0
AMY2B,63,25,71,54,65,71
AMZ1,290,111,241,314,194,207
AMZ2,387,146,333,412,297,395
AMZ2P1,143,55,159,161,171,113
ANAPC1,61,13,19,37,28,53
ANAPC10,45,7,30,62,57,49
ANAPC11,283,211,332,306,259,236
ANAPC13,217,68,219,290,287,231
ANAPC15,64,16,51,68,38,48
ANAPC16,203,203,361,234,359,296
ANAPC1P1,0,0,0,0,0,1
ANAPC1P2,3,2,3,7,2,11
ANAPC1P4,0,0,0,0,0,0
ANAPC1P6,0,0,0,0,0,0
ANAPC2,312,93,207,290,148,267
ANAPC4,102,83,152,127,140,138
ANAPC5,849,276,604,838,535,642
ANAPC7,472,164,376,453,373,384
ANG,4,9,7,4,7,6
ANGEL1,401,103,250,416,206,381
ANGEL2,241,59,157,222,169,246
ANGPT1,18,6,9,12,14,41
ANGPT2,15,126,182,21,245,67
ANGPT4,3,3,0,5,1,1
ANGPTL1,18,2,3,11,8,9
ANGPTL2,213,44,117,236,122,397
ANGPTL3,1,0,0,0,0,0
ANGPTL4,75,133,625,97,415,310
ANGPTL5,2,0,2,0,2,1
ANGPTL6,14,1,5,3,3,3
ANGPTL7,4,1,21,2,28,29
ANGPTL8,4,7,5,2,3,4
ANHX,0,0,0,0,0,0
ANK1,340,44,173,244,195,1283
ANK2,3846,451,2072,3226,1702,4036
ANK2-AS1,0,0,1,0,2,0
ANK3,1802,315,1275,1431,1014,2831
ANK3-DT,0,0,0,0,0,0
ANKAR,9,6,11,17,7,26
ANKDD1A,142,65,150,168,166,145
ANKDD1B,4,5,16,5,9,3
ANKEF1,27,2,15,15,16,31
ANKFN1,31,9,3,31,7,15
ANKFY1,898,148,523,803,413,798
ANKH,1400,251,1044,1187,955,1393
ANKHD1,20,13,31,55,54,49
ANKHD1-DT,28,21,33,23,14,30
ANKHD1-EIF4EBP3,6,4,9,4,7,6
ANKIB1,591,124,400,544,294,539
ANKK1,3,1,5,8,5,11
ANKLE1,11,5,20,11,35,28
ANKLE2,449,108,347,456,295,392
ANKMY1,106,49,44,120,39,97
ANKMY2,226,46,133,308,155,248
ANKRA2,71,15,47,104,43,106
ANKRD1,7,1,1,1,1,1
ANKRD10,512,148,628,549,524,550
ANKRD11,1095,474,1131,869,941,909
ANKRD12,385,190,407,343,580,705
ANKRD13A,356,112,256,312,234,281
ANKRD13B,441,299,581,439,503,418
ANKRD13C,268,60,141,247,154,290
ANKRD13C-DT,68,38,73,51,63,59
ANKRD13D,394,261,493,394,359,318
ANKRD16,94,14,53,100,51,86
ANKRD17,1063,226,701,938,734,1163
ANKRD17-DT,10,3,1,3,3,6
ANKRD18A,42,5,44,31,47,15
ANKRD18B,7,20,18,9,24,36
ANKRD18CP,3,3,9,11,11,7
ANKRD18DP,0,0,0,0,0,0
ANKRD18DP_1,0,0,0,0,0,0
ANKRD19P,87,76,146,114,173,104
ANKRD2,30,11,26,22,29,28
ANKRD20A1,0,0,0,0,0,0
ANKRD20A11P,1,3,0,0,1,0
ANKRD20A12P,0,0,0,0,0,0
ANKRD20A12P_1,0,0,0,0,0,0
ANKRD20A19P,4,0,2,5,1,4
ANKRD20A21P,0,0,1,0,0,0
ANKRD20A2P,1,0,1,0,0,0
ANKRD20A3P,0,0,0,0,0,0
ANKRD20A4-ANKRD20A20P,3,1,0,0,1,0
ANKRD20A5P,2,2,4,2,6,5
ANKRD20A8P,1,1,0,1,0,1
ANKRD20A9P,0,0,0,0,0,0
ANKRD20A9P_1,0,0,0,0,0,0
ANKRD22,1,1,18,0,13,5
ANKRD23,41,47,68,43,62,87
ANKRD24,607,316,582,573,676,355
ANKRD26,136,135,121,157,212,185
ANKRD26P1,0,0,1,0,4,2
ANKRD26P3,1,0,0,0,1,2
ANKRD27,288,91,280,287,258,253
ANKRD28,442,122,265,349,233,523
ANKRD29,118,3,53,129,81,116
ANKRD30A,0,0,0,0,0,0
ANKRD30B,4,1,10,5,11,4
ANKRD30BL,6,6,9,5,7,4
ANKRD30BP2,0,0,0,0,0,0
ANKRD30BP3,0,0,0,0,0,0
ANKRD31,5,0,1,1,5,3
ANKRD33,0,1,0,0,0,0
ANKRD33B,746,38,302,643,234,318
ANKRD34A,509,65,358,436,368,392
ANKRD34B,17,2,8,5,3,7
ANKRD34C,99,6,54,83,66,111
ANKRD34C-AS1,10,2,3,15,0,7
ANKRD35,123,76,141,109,116,101
ANKRD36,0,0,0,0,0,0
ANKRD36B,0,0,0,0,0,0
ANKRD36BP1,0,0,0,0,0,0
ANKRD36BP2,9,5,9,6,6,4
ANKRD36B_1,0,0,0,0,0,0
ANKRD36C,16,20,18,20,26,38
ANKRD36_1,0,0,0,0,0,0
ANKRD37,8,6,19,11,12,10
ANKRD39,143,27,91,123,71,109
ANKRD40,1094,1138,1489,1066,1089,1036
ANKRD40CL,0,0,0,0,0,0
ANKRD42,208,40,138,140,131,181
ANKRD42-DT,9,1,6,6,10,9
ANKRD44,142,25,95,148,69,148
ANKRD44-AS1,0,0,0,0,0,0
ANKRD44-DT,0,0,0,0,0,0
ANKRD44-IT1,2,2,1,0,0,1
ANKRD45,40,6,13,19,13,14
ANKRD46,431,53,276,532,328,484
ANKRD49,43,20,61,58,75,64
ANKRD50,265,23,104,172,81,216
ANKRD52,1047,270,694,910,508,855
ANKRD53,7,14,12,10,10,19
ANKRD54,304,133,276,301,247,220
ANKRD55,15,1,9,23,11,7
ANKRD6,223,17,132,211,86,246
ANKRD60,0,1,0,0,0,0
ANKRD61,7,1,2,10,2,5
ANKRD62,4,3,2,2,3,0
ANKRD62P1-PARP4P3,0,0,1,1,1,2
ANKRD63,70,4,39,63,30,29
ANKRD65,171,163,247,182,179,187
ANKRD65-AS1,13,6,12,13,11,13
ANKRD66,5,0,0,5,0,0
ANKRD7,0,1,1,2,0,1
ANKRD9,377,256,416,346,308,425
ANKS1A,622,183,432,539,354,589
ANKS1B,1394,359,1096,1213,1243,1023
ANKS3,175,171,264,164,184,152
ANKS4B,0,0,0,0,0,0
ANKS4B_1,0,0,0,0,0,0
ANKS6,203,171,392,204,308,383
ANKUB1,0,0,0,1,0,0
ANKZF1,217,173,347,213,322,347
ANLN,685,275,1070,554,763,683
ANO1,27,5,11,31,11,49
ANO10,247,93,154,243,155,198
ANO2,13,10,19,11,15,20
ANO3,432,33,159,304,211,242
ANO3-AS1,0,0,0,0,0,0
ANO4,122,16,80,93,57,63
ANO4_1,0,0,0,0,0,0
ANO5,239,36,108,195,151,215
ANO6,112,38,91,128,74,169
ANO7,27,19,11,29,24,35
ANO7L1,0,0,0,0,0,0
ANO7L1_1,0,0,0,0,0,0
ANO8,407,127,332,393,252,446
ANO9,2,2,0,2,0,2
ANOS1,110,12,43,125,37,119
ANP32A,503,206,481,484,427,520
ANP32A-IT1,4,3,3,6,10,4
ANP32AP1,31,10,31,22,21,28
ANP32B,232,341,430,241,369,250
ANP32D,8,5,10,9,15,10
ANP32E,295,181,241,381,229,574
ANPEP,26,36,22,22,11,15
ANTKMT,139,124,190,175,140,90
ANTXR1,315,71,111,349,97,363
ANTXR2,29,11,38,28,32,29
ANTXRL,0,0,0,1,0,0
ANTXRLP1,0,0,0,0,0,0
ANXA1,54,16,78,52,79,92
ANXA10,0,0,0,0,0,0
ANXA11,984,251,809,951,667,726
ANXA13,1,0,0,2,0,1
ANXA2,40,40,76,55,78,65
ANXA2P1,4,1,5,5,3,6
ANXA2P2,8,5,15,12,16,24
ANXA2P3,5,3,1,4,4,5
ANXA2R,11,9,8,6,6,5
ANXA2R-AS1,6,0,1,1,2,7
ANXA2R-OT1,12,2,8,11,10,6
ANXA3,34,33,46,48,40,55
ANXA4,150,66,114,163,95,103
ANXA5,415,200,382,425,361,409
ANXA6,1533,342,931,1463,967,1142
ANXA7,647,120,369,665,399,563
ANXA8,0,0,0,0,1,0
ANXA8L1,0,0,0,1,0,0
ANXA8_1,0,0,0,0,0,0
ANXA9,70,31,74,64,68,89
AOAH,39,16,22,21,12,30
AOAH-IT1,0,0,0,0,0,0
AOC1,0,0,0,0,0,0
AOC2,21,16,46,25,54,40
AOC3,18,42,24,45,14,41
AOC4P,0,0,1,0,0,0
AOPEP,447,190,472,436,440,347
AOX1,6,8,7,14,3,29
AOX3P-AOX2P,3,0,2,3,1,2
AP1AR,186,53,94,155,121,206
AP1AR-DT,10,5,9,14,7,12
AP1B1,1258,480,798,1234,686,1014
AP1B1P1,0,0,0,0,0,0
AP1G1,782,105,472,656,387,698
AP1G2,152,151,254,168,248,302
AP1G2-AS1,17,30,39,22,40,53
AP1M1,867,247,656,854,660,702
AP1M2,2,1,1,7,1,3
AP1S1,658,183,519,593,407,380
AP1S2,243,33,151,322,207,285
AP1S3,21,2,8,22,12,13
AP2A1,1197,201,786,1206,646,1037
AP2A2,12,4,6,17,7,14
AP2A2_1,7,0,67,6,53,42
AP2A2_2,4,0,9,0,4,9
AP2B1,2490,516,1355,2322,1263,2019
AP2M1,1997,704,1676,1962,1534,1664
AP2S1,465,261,508,446,440,325
AP3B1,185,81,167,200,127,151
AP3B2,1033,221,728,1023,749,944
AP3D1,1531,466,1113,1509,918,1369
AP3M1,230,28,123,210,117,232
AP3M2,672,116,428,698,425,573
AP3S1,42,11,49,69,67,57
AP3S2,19,3,5,13,6,9
AP4B1,153,46,158,144,164,153
AP4B1-AS1,2,0,7,5,3,4
AP4E1,97,38,90,76,65,103
AP4M1,107,42,99,124,116,95
AP4S1,200,34,110,204,150,151
AP5B1,259,54,140,218,156,345
AP5M1,362,69,212,340,257,465
AP5S1,194,55,94,199,74,141
AP5Z1,258,148,286,250,253,250
APAF1,183,33,130,149,155,170
APBA1,134,12,93,132,54,121
APBA1_1,0,0,0,0,0,0
APBA2,5,0,2,5,2,0
APBA2_1,0,0,0,0,0,0
APBA2_2,0,0,0,0,0,0
APBA3,69,47,105,89,80,88
APBB1,2219,710,1545,2087,1327,1874
APBB1IP,87,14,57,104,52,55
APBB2,730,230,402,725,399,640
APBB3,340,90,246,346,245,311
APC,1426,391,1002,1331,824,1579
APC2,2347,884,1613,2139,1213,2161
APCDD1,499,166,142,576,109,279
APCDD1L,0,0,0,1,0,9
APCDD1L-DT,0,0,0,1,0,2
APCS,0,0,0,0,0,0
APEH,573,157,271,559,235,377
APELA,0,0,2,0,0,0
APEX1,0,0,0,0,0,0
APEX1_1,0,0,0,0,0,0
APEX2,102,53,102,107,82,71
APH1A,420,194,265,497,227,358
APH1B,238,45,87,197,77,217
API5,336,65,229,315,222,436
APIP,55,12,57,54,30,54
APLF,5,6,7,8,8,4
APLN,272,384,243,246,103,153
APLNR,507,100,278,421,156,647
APLP1,2320,1159,2265,2425,1990,2009
APLP2,2503,616,1708,2392,1457,2545
APMAP,802,175,666,836,568,869
APOA1,4,7,11,1,6,3
APOA1-AS,4,0,3,8,5,5
APOA2,1,1,0,0,1,0
APOA4,0,0,0,2,0,0
APOA5,0,0,0,0,0,0
APOB,0,0,0,0,0,0
APOBEC1,0,0,0,0,0,0
APOBEC2,1,0,1,1,2,2
APOBEC3A,0,0,0,0,0,0
APOBEC3A_B,0,0,0,0,0,0
APOBEC3B,0,0,0,0,0,0
APOBEC3B-AS1,0,0,0,0,0,0
APOBEC3C,17,15,21,31,20,23
APOBEC3D,1,2,0,4,3,5
APOBEC3F,8,8,7,14,12,5
APOBEC3G,9,2,8,11,9,16
APOBEC3H,3,0,3,1,0,2
APOBEC4,0,3,1,2,2,1
APOBR,18,36,28,15,15,25
APOB_1,0,0,0,0,0,0
APOC1,49,23,60,76,61,44
APOC1P1,1,0,1,1,0,1
APOC2,0,0,0,0,0,0
APOC3,0,0,1,0,2,0
APOC4,0,0,0,0,0,0
APOC4-APOC2,2,0,0,0,0,0
APOD,771,613,833,810,819,764
APOE,1036,958,1032,1244,882,1028
APOF,0,0,0,2,0,0
APOH,0,0,0,0,1,0
APOL1,55,69,127,78,128,77
APOL2,589,267,810,445,786,498
APOL3,77,62,116,69,100,63
APOL4,2,1,43,4,32,20
APOL5,0,0,0,0,0,0
APOL5_1,0,0,0,0,0,0
APOL6,62,28,134,52,114,115
APOLD1,248,204,318,331,265,355
APOM,0,0,0,0,0,0
APOM_1,0,0,0,0,0,0
APOM_2,0,0,0,0,0,0
APOM_3,0,0,0,0,0,0
APOM_4,0,0,0,0,0,0
APOM_5,0,0,0,0,0,0
APOM_6,0,0,0,0,0,0
APOO,142,33,117,150,149,119
APOOL,201,30,82,200,97,178
APOOP5,14,1,9,14,12,13
APP,3894,1445,3510,3936,3104,3678
APP-DT,51,2,30,34,22,45
APPAT,0,0,0,0,0,0
APPAT_1,0,0,0,0,0,0
APPBP2,507,78,251,545,300,655
APPL1,337,62,203,334,245,424
APPL2,307,85,205,323,151,276
APRG1,5,4,7,7,11,17
APRG1_1,0,0,0,0,0,0
APRT,168,77,106,158,111,135
APTR,44,13,48,53,57,38
APTX,178,85,194,194,169,140
AQP1,864,249,574,450,304,1224
AQP10,1,2,0,0,0,1
AQP11,54,7,45,61,33,54
AQP12A,2,0,0,0,1,0
AQP12B,1,0,0,1,1,0
AQP2,0,0,0,0,0,0
AQP3,10,3,19,11,6,39
AQP4,2151,347,842,2398,718,2459
AQP4-AS1,13,1,5,13,6,10
AQP5,10,8,15,11,6,10
AQP5-AS1,0,1,3,2,1,1
AQP6,22,26,17,28,11,14
AQP7,3,1,4,2,4,40
AQP7B,1,1,1,0,1,0
AQP7P1,2,1,2,1,0,0
AQP7P3,0,0,0,0,0,0
AQP8,3,3,4,5,6,3
AQP9,31,3,11,34,18,9
AQR,243,81,163,233,160,296
AR,36,9,11,29,24,30
ARAF,208,87,171,203,131,182
ARAP1,484,377,893,514,631,470
ARAP1-AS2,4,1,3,7,6,8
ARAP2,500,129,389,391,361,508
ARAP3,73,97,109,117,108,124
ARB2A,230,57,145,276,139,310
ARB2BP,0,0,0,0,0,0
ARC,467,101,198,545,199,186
ARCN1,803,110,490,752,414,774
AREG,2,0,0,2,1,1
AREL1,630,92,278,571,223,389
ARF1,1513,693,1471,1617,1302,1366
ARF3,648,171,451,586,371,450
ARF4,348,47,229,370,240,329
ARF4-AS1,4,4,5,5,4,5
ARF5,563,257,470,533,432,464
ARF6,206,81,177,241,150,249
ARFGAP1,842,580,834,789,637,724
ARFGAP2,841,375,626,859,534,711
ARFGAP3,215,48,163,180,160,226
ARFGEF1,338,51,185,296,176,390
ARFGEF1-DT,7,0,5,11,4,9
ARFGEF2,731,41,303,600,269,674
ARFGEF3,1221,133,638,1132,488,1673
ARFIP1,93,10,41,85,51,94
ARFIP2,425,155,359,455,322,361
ARFRP1,343,240,323,297,256,258
ARG1,3,1,4,3,2,2
ARG2,74,12,69,58,66,56
ARGFX,1,1,0,0,0,0
ARGFXP2,5,4,2,7,11,2
ARGLU1,511,225,585,569,499,614
ARGLU1-DT,1,1,1,0,0,0
ARHGAP1,872,312,574,863,479,580
ARHGAP10,68,41,58,73,45,42
ARHGAP11A,0,0,0,0,0,0
ARHGAP11A-DT,0,0,0,0,0,0
ARHGAP11A-DT_1,0,0,0,0,0,0
ARHGAP11A-DT_2,0,1,0,1,0,0
ARHGAP11A-DT_3,0,0,0,0,0,0
ARHGAP11A-SCG5,0,0,0,0,0,0
ARHGAP11A-SCG5_1,0,0,0,0,0,0
ARHGAP11A-SCG5_2,0,0,0,0,0,0
ARHGAP11A-SCG5_3,0,0,0,0,0,0
ARHGAP11A_1,0,0,0,0,0,0
ARHGAP11A_2,0,0,0,0,0,0
ARHGAP11A_3,0,0,0,0,0,0
ARHGAP11B,0,0,0,0,0,0
ARHGAP11B-DT,0,0,0,0,0,0
ARHGAP11B-DT_1,0,0,0,0,0,0
ARHGAP11B-DT_2,0,0,0,0,0,0
ARHGAP11B-DT_3,0,0,0,0,0,0
ARHGAP11B_1,0,0,0,0,0,0
ARHGAP11B_2,0,0,0,0,0,0
ARHGAP11B_3,0,0,0,0,0,0
ARHGAP12,232,62,181,223,193,348
ARHGAP15,10,4,3,10,6,9
ARHGAP15-AS1,1,1,0,4,0,1
ARHGAP17,0,0,0,0,0,0
ARHGAP17_1,0,0,0,0,0,0
ARHGAP18,13,7,11,34,15,35
ARHGAP19,82,40,69,79,34,80
ARHGAP19-SLIT1,1,0,1,2,0,0
ARHGAP20,314,7,75,298,79,207
ARHGAP21,886,396,922,785,669,1075
ARHGAP22,239,107,294,210,206,178
ARHGAP22-IT1,0,0,0,0,2,0
ARHGAP23,21,3,21,7,14,13
ARHGAP23_1,4,0,0,7,0,3
ARHGAP24,217,70,224,169,273,150
ARHGAP25,71,9,32,52,37,33
ARHGAP26,1101,204,625,922,738,1237
ARHGAP26-AS1,1,1,0,0,3,1
ARHGAP26-IT1,1,3,1,3,0,0
ARHGAP27,0,0,0,0,0,0
ARHGAP27P1,35,48,36,31,33,47
ARHGAP27P1-BPTFP1-KPNA2P3,42,17,63,61,78,57
ARHGAP27P2,1,4,7,4,1,9
ARHGAP27_1,1,1,1,1,1,4
ARHGAP27_2,0,0,0,0,0,0
ARHGAP28,19,2,8,12,17,11
ARHGAP28-AS1,2,0,0,4,0,1
ARHGAP29,122,56,104,156,101,390
ARHGAP29-AS1,0,0,0,0,0,0
ARHGAP30,72,30,43,43,53,50
ARHGAP31,210,90,155,231,91,255
ARHGAP31-AS1,1,0,3,2,0,3
ARHGAP32,1719,186,894,1546,746,1307
ARHGAP33,705,294,767,679,547,565
ARHGAP35,2303,818,1861,2009,1291,1682
ARHGAP36,27,3,7,35,2,19
ARHGAP39,416,163,377,332,324,412
ARHGAP4,97,84,125,91,95,140
ARHGAP40,1,0,0,4,0,0
ARHGAP42,45,18,23,48,21,43
ARHGAP42-AS1,1,2,0,3,0,2
ARHGAP44,876,109,508,856,456,765
ARHGAP44-AS1,4,1,3,1,0,0
ARHGAP45,177,88,203,165,163,154
ARHGAP5,553,278,501,515,496,975
ARHGAP5-AS1,63,9,37,55,38,53
ARHGAP6,31,9,35,47,27,38
ARHGAP8,0,0,0,0,0,0
ARHGAP9,64,28,73,58,60,88
ARHGDIA,1290,730,1338,1351,1087,1021
ARHGDIB,189,59,189,216,186,145
ARHGDIG,598,425,616,563,522,475
ARHGEF1,288,230,376,280,313,254
ARHGEF10,0,0,0,0,0,0
ARHGEF10L,411,261,396,396,303,1065
ARHGEF10_1,0,0,0,0,0,0
ARHGEF11,1082,231,815,990,679,1055
ARHGEF12,1539,393,1043,1461,783,1814
ARHGEF15,60,54,46,52,46,33
ARHGEF16,7,14,24,19,18,22
ARHGEF17,1103,327,868,1043,727,1164
ARHGEF17-AS1,0,0,0,0,0,0
ARHGEF18,568,279,561,502,419,502
ARHGEF18-AS1,6,3,5,7,9,5
ARHGEF19,0,0,0,0,0,0
ARHGEF19_1,0,0,0,0,0,0
ARHGEF2,1247,301,857,1264,654,1036
ARHGEF2-AS1,0,0,0,0,0,0
ARHGEF2-AS2,8,7,9,10,7,9
ARHGEF25,787,312,752,711,673,734
ARHGEF26,0,0,0,0,0,0
ARHGEF26-AS1,43,21,42,76,42,51
ARHGEF26_1,0,0,0,0,0,0
ARHGEF28,93,13,101,82,84,80
ARHGEF3,662,52,376,601,381,547
ARHGEF3-AS1,0,0,0,0,0,0
ARHGEF33,27,10,23,24,27,152
ARHGEF34P,0,0,0,0,0,0
ARHGEF34P_1,0,0,0,0,0,0
ARHGEF35,0,0,0,0,0,0
ARHGEF35-AS1,0,0,0,0,0,0
ARHGEF35-AS1_1,0,0,0,0,0,0
ARHGEF35_1,0,0,0,0,0,0
ARHGEF37,410,435,421,373,284,368
ARHGEF38,2,2,1,3,1,2
ARHGEF38-IT1,0,0,0,0,0,0
ARHGEF39,6,9,6,10,10,16
ARHGEF4,1661,483,1283,1666,1120,1130
ARHGEF4-AS1,7,0,7,5,1,0
ARHGEF40,305,149,213,325,159,365
ARHGEF5,0,0,2,0,0,0
ARHGEF5_1,0,0,0,0,0,0
ARHGEF6,315,114,192,299,204,250
ARHGEF7,1684,276,1241,1518,1106,1470
ARHGEF7-AS1,0,0,0,2,0,0
ARHGEF7-AS2,3,2,3,6,2,3
ARHGEF9,1986,234,968,1807,892,1382
ARHGEF9-IT1,0,0,0,0,0,0
ARID1A,881,159,636,795,485,899
ARID1B,656,119,532,605,386,842
ARID2,142,43,90,133,94,227
ARID3A,46,36,64,43,71,77
ARID3B,13,7,14,22,17,25
ARID3C,16,7,13,8,14,20
ARID4A,190,105,257,217,284,283
ARID4B,332,147,337,273,383,502
ARID5A,133,158,248,130,204,153
ARID5B,518,74,426,455,418,406
ARIH1,780,190,489,664,497,763
ARIH2,815,272,523,797,533,674
ARIH2OS,18,5,10,9,11,12
ARK2C,474,64,158,436,157,366
ARK2N,242,51,169,223,137,270
ARL1,535,79,301,544,310,525
ARL10,458,85,265,403,260,283
ARL11,4,0,5,1,4,4
ARL13A,1,0,2,0,0,2
ARL13B,33,11,29,33,23,43
ARL14,0,0,0,0,0,0
ARL14EP,174,20,130,171,121,186
ARL14EP-DT,5,0,1,1,2,1
ARL14EPL,0,0,0,0,0,0
ARL15,157,49,120,234,124,147
ARL16,125,32,61,127,66,89
ARL17A,2,0,2,0,1,0
ARL17A_1,1,0,0,0,0,1
ARL17B,1,0,2,1,1,0
ARL2,335,301,388,312,357,274
ARL2-SNX15,0,0,0,0,0,0
ARL2BP,345,100,373,393,369,344
ARL3,684,126,408,593,422,528
ARL4A,81,24,99,90,128,78
ARL4AP5,0,0,0,0,0,0
ARL4C,689,93,388,640,380,577
ARL4D,182,22,95,197,96,90
ARL5A,195,45,97,179,126,268
ARL5B,151,15,87,137,114,274
ARL5C,8,3,1,6,1,0
ARL6,106,8,60,120,88,155
ARL6IP1,1170,307,1077,1323,1027,1279
ARL6IP4,561,557,683,543,584,516
ARL6IP5,768,80,727,882,749,815
ARL6IP6,65,26,72,76,42,74
ARL8A,697,284,720,630,547,595
ARL8B,695,126,521,810,585,696
ARL9,18,5,17,30,18,14
ARLNC1,3,6,3,7,6,3
ARMC1,267,39,197,291,223,332
ARMC10,17,5,13,16,14,14
ARMC10_1,0,0,0,0,0,0
ARMC12,12,17,19,9,14,9
ARMC2,47,4,32,39,19,34
ARMC2-AS1,0,0,1,0,0,0
ARMC3,6,4,8,11,11,7
ARMC5,200,123,264,253,189,194
ARMC6,350,131,298,322,217,225
ARMC7,129,47,124,138,101,144
ARMC8,341,80,262,367,273,568
ARMC9,216,42,152,173,177,125
ARMCX1,261,34,204,252,201,235
ARMCX2,414,59,396,389,370,325
ARMCX3,775,165,447,675,481,660
ARMCX4,526,115,299,381,296,447
ARMCX5,72,14,29,83,28,67
ARMCX5-GPRASP2,27,11,48,34,45,37
ARMCX6,60,11,35,38,21,37
ARMH1,27,52,46,29,35,23
ARMH2,0,0,1,0,0,1
ARMH3,273,98,214,240,172,211
ARMH4,130,24,30,130,33,167
ARMS2,0,0,1,0,2,0
ARMT1,115,6,82,114,109,153
ARNT,359,112,190,297,177,350
ARNT2,3129,707,1724,2984,1366,2139
ARNT2-DT,16,5,8,9,11,16
ARPC1A,441,142,447,492,398,437
ARPC1B,155,142,184,156,147,122
ARPC2,645,162,457,622,459,484
ARPC3,140,33,129,145,137,113
ARPC4,571,351,577,534,468,401
ARPC4-TTLL3,11,4,5,6,2,3
ARPC5,413,100,302,459,316,357
ARPC5L,425,164,458,457,420,334
